protein_id,element,n_residues,moran_i,note
B8DP14,8,45,-0.290294395320391,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
B8GV37,7,37,0.288811512730797,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
B8GV37,1,37,-0.13825267204341,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
B8GV37,6,37,-0.101048150980769,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
B8GV37,16,4,-0.668824838607777,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
B8GV37,8,37,-0.164172595750042,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
B8HR51,7,45,0.0136247601005611,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
B8HR51,1,45,-0.127619980837241,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
B8HR51,6,45,-0.0276439946193966,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
B8HR51,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
B8HR51,8,45,-0.270562375949799,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
C0HLA1,7,30,-0.509625023236737,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
C0HLA1,1,30,-0.157076452937401,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
C0HLA1,6,30,0.747891614051816,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
C0HLA1,8,30,-0.123329924453486,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
C6C1A7,7,37,-0.184740317867528,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
C6C1A7,1,37,0.0496111712071761,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
C6C1A7,6,37,0.874992676361115,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
C6C1A7,16,4,-0.78324482633994,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
C6C1A7,8,37,0.056285290713728,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
H0AEA3,7,34,0.339090305414371,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
H0AEA3,1,34,0.00293376647086415,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
H0AEA3,6,34,-0.182922221088764,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
H0AEA3,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
H0AEA3,8,34,0.137640523311202,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
I7CSI0,7,50,-0.127341721316136,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
I7CSI0,1,50,-0.127876022195821,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
I7CSI0,6,50,-0.0296245191609696,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
I7CSI0,16,4,-0.48034322891248,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
I7CSI0,8,50,-0.48720056077374,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
M0B978,7,50,-0.102448016094138,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
M0B978,1,50,-0.209410345624355,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
M0B978,6,50,0.147450438985098,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
M0B978,16,4,0.010753389727149,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
M0B978,8,50,-0.408388005482721,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
M0BL78,7,35,0.289539338914626,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
M0BL78,1,35,0.220046831976486,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
M0BL78,6,35,0.555375197031834,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
M0BL78,16,1,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
M0BL78,8,35,-0.213369518271632,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
M1P6N2,7,41,-0.159372616897511,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
M1P6N2,1,41,0.0251547105952268,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
M1P6N2,6,41,-0.302171396010306,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
M1P6N2,16,6,-0.041993043399539,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
M1P6N2,8,41,-0.0436876006042828,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
O96797,7,34,0.081087617588981,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
O96797,1,34,0.0295654281353491,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
O96797,6,34,0.10549160866254,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
O96797,16,1,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
O96797,8,34,-0.562496998359143,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P00273,7,37,-0.0440916274541842,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P00273,1,37,0.23003172828812,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P00273,6,37,0.403346703908419,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P00273,16,6,-0.375041883970138,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P00273,8,37,0.0345246398204118,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P0A404,7,31,-0.247721563732788,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P0A404,1,31,-0.263700536009823,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P0A404,6,31,0.363615798439946,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P0A404,16,1,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P0A404,8,31,-0.520743029577613,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P0A497,7,37,0.214389324487798,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P0A497,1,37,-0.310454191922945,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P0A497,6,37,0.233390032148561,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P0A497,16,4,-0.878601063357335,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P0A497,8,37,0.00659299332339803,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P0A7R0,7,38,0.160244345612445,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P0A7R0,1,38,-0.165988235617608,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P0A7R0,6,38,0.276669784994474,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P0A7R0,16,4,-0.617419771318363,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P0A7R0,8,38,0.114864054488852,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P17684,7,21,-0.157044992193319,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P17684,1,21,-0.0532945332292674,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P17684,6,21,-0.039782745347819,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P17684,8,21,-0.595319793943684,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P80502,7,40,0.166651349128633,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P80502,1,40,-0.342546351930953,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P80502,6,40,0.149389536627293,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P80502,8,40,-0.192155069340681,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P83867,7,21,0.0779100245568916,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P83867,1,21,-0.0427040302147687,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P83867,6,21,-0.179564137850428,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P83867,8,21,-0.459606571562065,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P84337,7,24,-0.198659836499032,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P84337,1,24,-0.000354780529509412,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P84337,6,24,-0.0407334526472817,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P84337,8,24,-0.864664307007244,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P84477,7,22,-0.271738162919396,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P84477,1,22,-0.0803940157533311,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P84477,6,22,0.00349648516512372,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P84477,8,22,-0.41621091881975,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P84807,7,29,-0.128807112599646,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P84807,1,29,0.530281320817767,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P84807,6,29,-0.00756621791746429,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P84807,8,29,0.375376378710975,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P86498,7,23,0.110932928680799,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P86498,1,23,-0.225332843448394,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P86498,6,23,-0.039140242568206,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
P86498,8,23,-0.154474424151449,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q0ABF4,7,37,0.11519043068054,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q0ABF4,1,37,-0.285438544151478,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q0ABF4,6,37,0.277919190874622,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q0ABF4,16,4,-0.654468120490671,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q0ABF4,8,37,0.0777364618471664,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q0T003,7,38,0.193779248095539,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q0T003,1,38,-0.0543447442141014,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q0T003,6,38,0.283892139751981,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q0T003,16,4,-0.443816614248896,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q0T003,8,38,0.100169005134227,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q0TCG2,7,38,0.125001963305993,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q0TCG2,1,38,-0.0850258131722649,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q0TCG2,6,38,0.571330650577978,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q0TCG2,16,4,-0.451498003949442,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q0TCG2,8,38,0.119639245554489,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q0VSI2,7,38,0.146110323988374,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q0VSI2,1,38,-0.318277236387732,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q0VSI2,6,38,0.348838491179381,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q0VSI2,16,5,-0.470975937496462,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q0VSI2,8,38,-0.00761503432794096,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q1BRX0,7,38,0.12071825772471,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q1BRX0,1,38,-0.230030342041445,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q1BRX0,6,38,0.359131151201546,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q1BRX0,16,5,-0.409640118597472,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q1BRX0,8,38,-0.00257798200419503,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q1R632,7,38,0.127807471112239,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q1R632,1,38,-0.140740390303787,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q1R632,6,38,0.706461033182642,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q1R632,16,4,-0.587647829973254,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q1R632,8,38,0.128506524198359,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q1XDA2,7,34,0.015933702693077,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q1XDA2,1,34,0.0112824148360876,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q1XDA2,6,34,-0.0123086627457615,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q1XDA2,16,1,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q1XDA2,8,34,-0.195642848012586,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q21M37,7,38,0.22178205927056,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q21M37,1,38,0.202507600210646,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q21M37,6,38,0.695951694553137,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q21M37,16,5,-0.00747712642864238,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q21M37,8,38,-0.14263470426076,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q21QP5,7,37,-0.411211707248152,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q21QP5,1,37,-0.425687861775002,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q21QP5,6,37,0.226977322461461,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q21QP5,16,4,0.0142629149723316,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q21QP5,8,37,0.0709367927691826,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q2JHS2,7,46,0.208830768912333,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q2JHS2,1,46,0.285720854793303,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q2JHS2,6,46,0.737602909005039,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q2JHS2,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q2JHS2,8,46,-0.190895360507899,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q2JI37,7,30,0.254765937358825,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q2JI37,1,30,-0.131573770533852,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q2JI37,6,30,-0.135249928454318,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q2JI37,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q2JI37,8,30,-0.469664001079114,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q2JT51,7,30,-0.0981031850322291,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q2JT51,1,30,-0.195214874841346,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q2JT51,6,30,-0.280188546510061,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q2JT51,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q2JT51,8,30,-0.700897329557931,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q30TS7,7,37,0.232069698908225,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q30TS7,1,37,-0.0276007744763709,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q30TS7,6,37,0.241901302070625,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q30TS7,16,5,-0.424325426109113,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q30TS7,8,37,-0.22493813752472,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q318K4,7,38,0.176485539173635,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q318K4,1,38,0.184866948499663,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q318K4,6,38,0.178273548592161,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q318K4,16,1,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q318K4,8,38,-0.0211318681433316,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q31VX7,7,38,0.136016182803628,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q31VX7,1,38,0.242401351101792,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q31VX7,6,38,0.589335609283606,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q31VX7,16,4,-0.641193689954079,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q31VX7,8,38,0.135980648253496,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q32B52,7,38,0.13290550552278,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q32B52,1,38,0.404690211461397,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q32B52,6,38,0.642198881815383,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q32B52,16,4,-0.69617041090192,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q32B52,8,38,-0.0247670158618735,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q3AM28,7,45,-0.0348129782150198,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q3AM28,1,45,-0.00743280939720295,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q3AM28,6,45,0.678208716655801,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q3AM28,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q3AM28,8,45,-0.494123684683457,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q3AV42,7,45,0.0188115194109431,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q3AV42,1,45,-0.241230440027347,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q3AV42,6,45,0.126876712626592,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q3AV42,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q3AV42,8,45,-0.409028815950391,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q3YWW0,7,38,0.160336810915822,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q3YWW0,1,38,-0.14287618364019,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q3YWW0,6,38,0.233214442258253,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q3YWW0,16,4,-0.701267741558714,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q3YWW0,8,38,0.13443124815753,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q3Z957,7,37,-0.0347684347488282,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q3Z957,1,37,-0.29683589483068,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q3Z957,6,37,0.0622237205815602,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q3Z957,16,5,-0.0885977351079263,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q3Z957,8,37,0.0725046433553774,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q3ZZQ0,7,37,0.0158050536235197,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q3ZZQ0,1,37,-0.322658345714197,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q3ZZQ0,6,37,0.123613126812025,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q3ZZQ0,16,5,0.0505632050672822,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q3ZZQ0,8,37,-0.0395649772903148,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q46501,7,37,-0.00740327019798176,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q46501,1,37,-0.223630693923102,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q46501,6,37,-0.0393225514209453,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q46501,16,4,-0.410930052233601,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q46501,8,37,0.130427318755641,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q47J81,7,37,0.160074010434307,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q47J81,1,37,-0.299905221677415,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q47J81,6,37,0.0485260785132748,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q47J81,16,4,-0.510297837941383,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q47J81,8,37,0.0251958949661133,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q4A8J4,7,37,0.158417564418081,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q4A8J4,1,37,0.449118237701597,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q4A8J4,6,37,-0.00409947299896359,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q4A8J4,16,4,-0.356472017320378,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q4A8J4,8,37,-0.032050783731856,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q4AAG3,7,37,0.260928835653091,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q4AAG3,1,37,0.406563077298715,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q4AAG3,6,37,-0.0709805144068864,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q4AAG3,16,4,-0.423994010927893,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q4AAG3,8,37,-0.0977302572656414,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q4G392,7,45,0.153282820962667,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q4G392,1,45,-0.181121039806833,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q4G392,6,45,0.0685881628997713,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q4G392,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q4G392,8,45,-0.348436866630206,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q5E893,7,37,0.172874951170672,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q5E893,1,37,0.0906266781311771,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q5E893,6,37,0.309449075115311,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q5E893,16,4,-0.619618577642112,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q5E893,8,37,0.112330785108612,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q5L8D2,7,38,0.177465159140177,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q5L8D2,1,38,0.169400519439741,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q5L8D2,6,38,0.361988165945065,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q5L8D2,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q5L8D2,8,38,0.0959271195141707,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q5N606,7,45,-0.246240106197814,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q5N606,1,45,-0.113859245123808,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q5N606,6,45,0.513691801522802,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q5N606,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q5N606,8,45,-0.387991663314533,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q62GM7,7,38,0.0927225248074258,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q62GM7,1,38,-0.303401561203515,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q62GM7,6,38,0.43082621350334,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q62GM7,16,5,-0.297346809841623,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q62GM7,8,38,-0.0750653033572517,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q661C1,7,37,0.106706023231215,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q661C1,1,37,-0.11117796477051,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q661C1,6,37,0.00345488001861541,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q661C1,16,4,-0.7537350617285,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q661C1,8,37,0.106203737281468,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q664U2,7,38,0.264315670597807,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q664U2,1,38,-0.283845237922219,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q664U2,6,38,0.323688723335389,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q664U2,16,4,-0.451862835810855,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q664U2,8,38,-0.144017347933818,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q6B8L0,7,34,-0.107502194429346,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q6B8L0,1,34,-0.0752449996476451,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q6B8L0,6,34,-0.0822036975782887,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q6B8L0,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q6B8L0,8,34,-0.655556951357184,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q6KI32,7,38,-0.0824700902186417,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q6KI32,1,38,0.451949287572192,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q6KI32,6,38,0.423584023116114,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q6KI32,16,5,0.253845084899218,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q6KI32,8,38,0.209026873828273,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q6YQZ8,7,38,0.662685583737368,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q6YQZ8,1,38,0.238779782081298,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q6YQZ8,6,38,0.472906503003088,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q6YQZ8,16,1,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q6YQZ8,8,38,-0.00493400764482005,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q72D55,7,44,0.0918852726416969,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q72D55,1,44,0.116195411185549,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q72D55,6,44,0.82305759228371,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q72D55,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q72D55,8,44,-0.390684896200253,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q73PL1,7,37,0.0558765420492393,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q73PL1,1,37,0.275247290461939,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q73PL1,6,37,0.289109568515396,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q73PL1,16,4,-0.703255345608647,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q73PL1,8,37,0.0172817776106544,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q7MTN6,7,38,-0.00445961551780181,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q7MTN6,1,38,0.225311111080186,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
Q7MTN6,6,38,0.232364795323667,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
