BMRB_ID	PDB_ID	RESOLUTION	SEQ_IDENTITY	SEQ_LENGTH	SEQ_OFFSET	HA	CA	CB	CO	N	HN	AVG_CORR	HA_CORR	CA_CORR	CB_CORR	CO_CORR	N_CORR	HN_CORR	HA_RMSD	CA_RMSD	CB_RMSD	CO_RMSD	N_RMSD	HN_RMSD	HA_CSDIFF	CA_CSDIFF	CB_CSDIFF	CO_CSDIFF	N_CSDIFF	HN_CSDIFF
bmr10133	451C_	1.60	100.0	82	0	1				1	1	0.637	N/A	N/A	N/A	N/A	0.806	0.467	N/A	N/A	N/A	N/A	1.819	0.416	N/A	N/A	N/A	N/A	-0.86	0.05
bmr10135	1YNRB	2.00	100.0	79	0	1				1	1	0.643	N/A	N/A	N/A	N/A	0.809	0.478	N/A	N/A	N/A	N/A	2.184	0.366	N/A	N/A	N/A	N/A	-0.36	0.04
bmr10136	1UFFA	NMR	100.0	93	0	1	1	1	1	1	1	0.697	0.536	0.962	0.992	0.531	0.698	0.463	0.171	0.805	0.972	1.003	2.080	0.316	-0.03	0.11	0.41	-0.14	-0.35	-0.07
bmr10137	2CZTA	2.00	80.6	180	11	1	1	1		1	1	0.859	0.847	0.962	0.972	N/A	0.860	0.652	0.181	0.825	0.862	N/A	1.758	0.350	-0.00	-0.02	0.16	N/A	-0.59	-0.00
bmr10138	2DYIA	2.00	100.0	85	0	1	1	1	1	1	1	0.856	0.806	0.981	0.993	0.746	0.898	0.712	0.162	0.684	0.634	0.879	1.483	0.339	-0.00	-0.04	-0.05	0.04	-0.30	0.07
bmr10139	2DYIA	2.00	100.0	162	0	1	1	1	1	1	1	0.877	N/A	0.982	0.993	0.764	0.901	0.746	N/A	0.644	0.654	0.806	1.507	0.331	N/A	-0.02	0.01	0.07	-0.02	0.09
bmr10140	2DYIA	2.00	100.0	162	0	1	1			1	1	0.860	N/A	0.980	N/A	N/A	0.906	0.695	N/A	0.672	N/A	N/A	1.523	0.362	N/A	-0.08	N/A	N/A	-0.06	0.06
bmr10212	2CUDA	NMR	100.0	79	0	1	1	1	1	1	1	0.776	0.767	0.976	0.995	0.629	0.846	0.443	0.180	0.711	0.909	0.817	1.883	0.329	-0.08	-0.17	-0.25	-0.23	0.60	-0.17
bmr10213	2E29A	NMR	100.0	92	0	1	1	1	1	1	1	0.835	0.820	0.960	0.996	0.852	0.764	0.619	0.169	0.724	0.823	0.604	2.382	0.319	-0.08	-0.01	-0.10	-0.15	-0.13	-0.10
bmr10235	1WGUA	NMR	100.0	136	0		1	1	1	1	1	0.855	0.835	0.966	0.992	0.825	0.801	0.708	0.168	0.763	1.113	0.819	1.966	0.396	-0.05	-0.04	-0.13	-0.11	-0.51	-0.04
bmr10240	1X69A	NMR	100.0	79	0	1	1	1	1	1	1	0.798	0.829	0.947	0.993	0.694	0.825	0.502	0.163	1.209	1.251	1.187	2.157	0.393	0.14	1.93	2.50	2.12	0.34	-0.00
bmr10241	1X6BA	NMR	100.0	76	0	1	1	1	1	1	1	0.768	0.677	0.956	0.991	0.681	0.783	0.522	0.168	0.774	0.962	0.948	1.985	0.311	-0.03	-0.19	0.03	-0.25	0.70	0.01
bmr10242	1X6DA	NMR	100.0	117	0	1	1	1	1	1	1	0.773	0.725	0.963	0.992	0.783	0.824	0.353	0.180	0.789	0.849	0.831	2.108	0.418	-0.06	-0.16	0.15	-0.43	-0.72	-0.16
bmr10243	1X6EA	NMR	100.0	69	0	1	1	1	1	1	1	0.795	0.744	0.969	0.993	0.748	0.660	0.654	0.149	0.945	0.887	0.920	2.003	0.343	0.02	-0.01	-0.08	-0.21	-0.83	-0.01
bmr10244	1X6FA	NMR	100.0	87	0		1	1	1	1	1	0.661	0.377	0.937	0.988	0.771	0.534	0.360	0.160	1.073	1.013	0.983	2.218	0.306	-0.00	-0.57	0.35	-0.89	-1.08	-0.07
bmr10245	1X6GA	NMR	100.0	81	0	1	1	1	1	1	1	0.768	0.674	0.970	0.994	0.659	0.827	0.484	0.173	0.792	0.987	0.807	2.014	0.332	0.01	-0.27	0.14	-0.57	-0.84	-0.14
bmr10246	1X6HA	NMR	100.0	86	0	1	1	1	1	1	1	0.783	0.795	0.962	0.995	0.755	0.742	0.448	0.164	0.897	0.861	0.884	2.164	0.396	-0.09	-0.12	0.10	-0.44	-0.91	-0.01
bmr10247	2CO8A	NMR	100.0	82	0	1	1	1	1	1	1	0.727	0.598	0.957	0.991	0.549	0.794	0.471	0.194	0.869	0.941	1.049	2.117	0.339	0.04	-0.40	-0.05	-0.66	-1.69	-0.08
bmr10248	1WZ6A	NMR	100.0	79	0	1	1	1	1	1	1	0.743	0.776	0.973	0.992	0.839	0.665	0.211	0.162	0.682	1.028	0.693	2.101	0.358	-0.03	-0.21	0.31	-0.30	-1.05	0.05
bmr10249	1X05A	NMR	100.0	129	0	1	1	1	1	1	1	0.756	0.675	0.962	0.992	0.679	0.759	0.469	0.173	0.831	1.085	0.992	2.166	0.384	0.00	-0.16	-0.45	-0.41	-0.26	-0.07
bmr10250	1X1FA	NMR	100.0	148	0	1	1	1	1	1	1	0.776	0.674	0.950	0.992	0.786	0.692	0.560	0.181	0.958	1.043	0.794	2.158	0.352	0.05	-0.18	0.23	-0.20	0.23	-0.08
bmr10251	1X1GA	NMR	100.0	129	0	1	1	1	1	1	1	0.789	0.713	0.952	0.993	0.766	0.755	0.556	0.166	0.933	0.898	0.875	1.830	0.367	-0.04	-0.07	-0.11	-0.29	-0.38	-0.12
bmr10252	2CO9A	NMR	100.0	99	0	1	1	1	1	1	1	0.792	0.749	0.978	0.997	0.807	0.757	0.466	0.165	0.648	0.861	0.918	1.907	0.306	-0.08	-0.28	-0.10	-0.62	-0.57	-0.12
bmr10253	2COAA	NMR	100.0	122	0	1	1	1	1	1	1	0.780	0.794	0.964	0.995	0.812	0.754	0.363	0.174	0.899	0.941	0.897	2.087	0.458	-0.04	-0.11	0.11	-0.24	-0.95	-0.27
bmr10254	2COCA	NMR	100.0	111	0	1	1	1	1	1	1	0.821	0.789	0.963	0.996	0.854	0.777	0.544	0.160	0.794	0.859	0.671	1.882	0.353	-0.01	-0.08	-0.22	-0.09	-0.33	-0.10
bmr10255	2CODA	NMR	100.0	112	0	1	1	1	1	1	1	0.828	0.758	0.953	0.995	0.844	0.750	0.665	0.179	0.889	0.826	0.635	2.198	0.361	-0.06	0.02	-0.23	-0.19	0.18	-0.14
bmr10256	2COFA	NMR	100.0	105	0	1	1	1	1	1	1	0.797	0.722	0.951	0.993	0.706	0.846	0.567	0.188	0.942	0.962	0.871	1.775	0.406	-0.07	-0.12	-0.35	-0.51	-0.62	-0.26
bmr10257	2DJRA	NMR	100.0	74	0	1	1	1	1	1	1	0.792	0.747	0.964	0.995	0.689	0.818	0.541	0.178	0.755	0.893	1.085	1.769	0.353	-0.01	-0.15	-0.12	-0.28	-1.02	-0.14
bmr10258	2DJSA	NMR	100.0	108	0		1	1	1	1	1	0.817	0.766	0.973	0.994	0.701	0.836	0.632	0.168	0.734	0.870	0.751	1.890	0.346	-0.00	-0.12	-0.19	0.04	0.18	-0.12
bmr10259	2DJTA	NMR	100.0	102	0	1	1	1	1	1	1	0.814	0.832	0.971	0.996	0.772	0.841	0.471	0.157	0.940	0.914	0.933	1.870	0.383	-0.04	-0.35	-0.13	-0.60	-0.56	-0.10
bmr10260	2DJUA	NMR	100.0	103	0	1	1	1	1	1	1	0.819	0.710	0.965	0.995	0.769	0.875	0.601	0.167	1.030	1.103	1.153	1.936	0.332	0.06	2.28	1.89	2.20	0.67	-0.01
bmr10261	2DJVA	NMR	100.0	72	0	1	1	1	1	1	1	0.759	0.691	0.967	0.995	0.836	0.716	0.346	0.149	0.945	0.749	0.648	2.037	0.266	-0.11	0.22	-0.16	-0.19	-1.34	-0.17
bmr10262	2DKMA	NMR	100.0	101	0		1	1	1	1	1	0.776	0.674	0.973	0.994	0.693	0.833	0.489	0.181	0.743	0.991	0.856	1.854	0.356	-0.09	-0.05	-0.08	-0.14	-0.33	-0.18
bmr10263	2DN7A	NMR	100.0	107	0	1	1	1	1	1	1	0.820	0.804	0.979	0.995	0.748	0.816	0.580	0.142	0.651	0.838	0.840	2.016	0.388	-0.05	-0.03	-0.36	-0.21	0.13	-0.08
bmr10264	1X5BA	NMR	100.0	161	0	1	1	1	1	1	1	0.753	0.708	0.968	0.995	0.805	0.760	0.281	0.155	0.808	0.976	0.749	1.767	0.318	-0.00	-0.13	-0.00	-0.25	-0.88	-0.09
bmr10276	2D9TA	NMR	100.0	77	0	1	1	1	1	1	1	0.784	0.675	0.952	0.995	0.747	0.811	0.525	0.170	0.901	0.748	0.671	2.010	0.357	0.03	-0.11	0.22	-0.36	0.26	-0.11
bmr10277	2D9UA	NMR	100.0	72	0	1	1	1	1	1	1	0.860	0.803	0.958	0.992	0.828	0.844	0.732	0.139	0.708	0.735	0.760	1.771	0.321	-0.07	0.24	-0.13	-0.20	-0.75	-0.14
bmr10278	2D9VA	NMR	100.0	126	0		1	1	1	1	1	0.853	0.786	0.966	0.994	0.856	0.810	0.709	0.180	0.812	0.844	0.658	1.961	0.294	-0.01	-0.09	0.21	-0.20	-0.42	-0.16
bmr10279	2D9WA	NMR	100.0	127	0		1	1	1	1	1	0.805	0.763	0.965	0.993	0.840	0.865	0.407	0.158	0.816	0.932	0.706	1.757	0.365	-0.03	-0.23	0.05	-0.12	-0.64	-0.13
bmr10280	2D9XA	NMR	100.0	118	0	1	1	1	1	1	1	0.826	0.786	0.963	0.995	0.793	0.834	0.582	0.170	0.865	0.832	0.816	1.870	0.325	-0.06	-0.03	-0.13	-0.18	-0.22	-0.19
bmr10281	2CUEA	NMR	100.0	80	0		1	1	1	1	1	0.749	0.720	0.952	0.996	0.784	0.680	0.365	0.133	0.729	0.700	0.736	1.613	0.349	-0.03	-0.28	0.05	-0.17	-0.94	-0.17
bmr10282	2CUFA	NMR	100.0	95	0	1	1	1	1	1	1	0.779	0.677	0.960	0.995	0.857	0.744	0.444	0.140	0.774	0.934	0.544	1.853	0.338	-0.02	-0.30	0.24	-0.08	-0.95	-0.05
bmr10283	2DA1A	NMR	100.0	70	0	1	1	1	1	1	1	0.758	0.731	0.965	0.996	0.849	0.563	0.445	0.145	0.738	0.687	0.644	2.111	0.289	-0.00	-0.17	-0.04	-0.25	-0.84	-0.14
bmr10284	2DA2A	NMR	100.0	70	0	1	1	1	1	1	1	0.769	0.731	0.977	0.995	0.819	0.703	0.389	0.160	0.639	0.853	0.549	1.578	0.329	0.06	-0.19	0.22	-0.16	-0.77	-0.06
bmr10285	2DA3A	NMR	100.0	80	0	1	1	1	1	1	1	0.717	0.629	0.971	0.996	0.804	0.607	0.297	0.154	0.780	0.792	0.660	2.008	0.335	0.01	-0.38	0.06	-0.40	-0.28	-0.06
bmr10286	2DA4A	NMR	100.0	80	0	1	1	1	1	1	1	0.781	0.785	0.979	0.997	0.784	0.824	0.317	0.125	0.662	0.737	0.678	2.011	0.333	-0.05	-0.14	0.13	-0.11	-1.17	-0.16
bmr10287	2DA5A	NMR	100.0	75	0	1	1	1	1	1	1	0.751	0.570	0.960	0.996	0.769	0.716	0.493	0.158	0.774	0.860	0.775	1.752	0.286	-0.06	-0.25	-0.14	-0.34	-0.90	-0.13
bmr10288	2DA6A	NMR	100.0	100	0		1	1	1	1	1	0.789	0.708	0.968	0.996	0.816	0.869	0.380	0.143	0.773	0.733	0.757	1.422	0.371	-0.00	-0.41	-0.01	-0.23	-1.15	-0.09
bmr10289	2DA7A	NMR	100.0	71	0		1	1	1	1	1	0.762	0.731	0.960	0.997	0.789	0.690	0.403	0.136	0.908	0.594	0.751	1.988	0.401	-0.05	0.14	-0.06	0.11	-1.14	-0.11
bmr10290	2DJNA	NMR	100.0	67	0	1	1	1	1	1	1	0.766	0.727	0.948	0.996	0.839	0.719	0.369	0.139	0.792	0.805	0.669	1.637	0.280	-0.06	-0.12	-0.09	-0.16	-0.35	-0.12
bmr10291	2DMNA	NMR	100.0	80	0	1	1	1	1	1	1	0.757	0.770	0.955	0.994	0.772	0.611	0.443	0.152	0.786	0.766	0.723	2.033	0.355	-0.07	-0.17	-0.04	-0.23	-0.68	-0.09
bmr10292	2DMPA	NMR	100.0	89	0	1	1	1	1	1	1	0.763	0.601	0.959	0.995	0.772	0.719	0.529	0.154	0.845	0.921	0.845	1.956	0.265	-0.02	-0.43	0.04	-0.50	-0.15	-0.06
bmr10293	2DMQA	NMR	100.0	80	0	1	1	1	1	1	1	0.788	0.803	0.953	0.996	0.790	0.713	0.476	0.130	0.820	0.769	0.577	1.818	0.298	-0.03	-0.17	-0.17	-0.18	-0.65	-0.09
bmr10294	2DMSA	NMR	100.0	80	0	1	1	1	1	1	1	0.784	0.801	0.976	0.996	0.822	0.713	0.396	0.130	0.758	0.801	0.679	1.885	0.257	-0.03	-0.25	0.32	-0.35	-0.67	-0.02
bmr10295	2DMTA	NMR	100.0	80	0	1	1	1	1	1	1	0.752	0.666	0.974	0.995	0.773	0.747	0.358	0.180	0.771	0.891	0.796	1.936	0.264	-0.01	-0.21	0.05	-0.39	-0.17	-0.04
bmr10296	2DMUA	NMR	100.0	70	0	1	1	1	1	1	1	0.782	0.824	0.960	0.996	0.780	0.771	0.363	0.141	0.780	0.750	0.737	1.792	0.361	-0.06	-0.09	0.27	0.10	-0.69	-0.12
bmr10297	2E19A	NMR	100.0	64	0	1	1	1	1	1	1	0.780	0.727	0.959	0.995	0.839	0.718	0.445	0.135	0.753	0.876	0.787	1.886	0.258	-0.04	-0.17	0.03	-0.18	-0.78	-0.12
bmr10299	2DB8A	NMR	100.0	109	0	1	1	1	1	1	1	0.770	0.735	0.968	0.994	0.595	0.775	0.555	0.149	0.787	0.973	0.997	2.201	0.356	-0.03	0.01	-0.25	0.05	0.17	-0.06
bmr10300	2DBJA	NMR	100.0	121	0	1	1	1	1	1	1	0.824	0.743	0.969	0.994	0.733	0.824	0.680	0.149	0.834	0.908	0.733	1.737	0.327	-0.01	-0.18	0.03	-0.27	-0.10	-0.14
bmr10301	2DBKA	NMR	100.0	82	0	1	1	1	1	1	1	0.790	0.644	0.970	0.987	0.744	0.846	0.547	0.197	0.798	1.006	0.710	2.020	0.380	-0.04	-0.16	-0.05	-0.19	-0.09	-0.19
bmr10302	2DBMA	NMR	100.0	72	0		1	1	1	1	1	0.856	0.809	0.969	0.991	0.800	0.878	0.689	0.182	0.640	0.948	0.684	1.608	0.287	0.03	-0.07	0.01	-0.35	-0.25	-0.18
bmr10311	2D9YA	NMR	100.0	117	0	1	1	1	1	1	1	0.838	0.821	0.961	0.994	0.777	0.767	0.709	0.165	0.788	0.929	0.726	2.186	0.351	-0.01	-0.29	-0.10	-0.12	-0.88	-0.24
bmr10312	2D9ZA	NMR	100.0	127	0	1	1	1	1	1	1	0.790	0.707	0.943	0.993	0.862	0.746	0.487	0.161	0.995	0.966	0.642	2.199	0.393	-0.04	-0.21	-0.04	0.01	-0.77	-0.21
bmr10313	2DA0A	NMR	100.0	112	0	1	1	1	1	1	1	0.854	0.808	0.968	0.994	0.859	0.809	0.688	0.169	0.708	0.962	0.642	1.817	0.288	-0.04	-0.18	-0.06	-0.25	-0.48	-0.17
bmr10314	2DHIA	NMR	100.0	120	0	1	1	1	1	1	1	0.841	0.798	0.968	0.992	0.770	0.773	0.746	0.157	0.754	0.875	0.668	2.003	0.305	-0.04	-0.15	-0.05	-0.27	0.13	-0.16
bmr10315	2DHJA	NMR	100.0	123	0	1	1	1	1	1	1	0.814	0.766	0.962	0.995	0.782	0.762	0.620	0.167	0.764	0.857	0.742	2.007	0.295	-0.08	-0.12	-0.12	-0.14	-0.63	-0.21
bmr10316	2DHKA	NMR	100.0	116	0	1	1	1	1	1	1	0.829	0.758	0.962	0.993	0.867	0.791	0.605	0.173	0.698	0.954	0.642	2.366	0.342	-0.03	0.00	-0.05	0.09	-1.23	-0.15
bmr10317	2DKPA	NMR	100.0	126	0	1	1	1	1	1	1	0.797	0.757	0.938	0.994	0.775	0.825	0.493	0.184	0.926	0.793	0.830	1.997	0.352	0.00	-0.18	-0.07	-0.18	-0.43	-0.12
bmr10318	2DKQA	NMR	100.0	158	0	1	1	1	1	1	1	0.832	0.810	0.969	0.996	0.811	0.765	0.642	0.167	0.817	0.901	0.837	1.988	0.328	-0.06	-0.08	-0.04	-0.08	-0.22	-0.24
bmr10319	2DN6A	NMR	100.0	114	0	1	1	1	1	1	1	0.828	0.825	0.958	0.991	0.839	0.836	0.517	0.184	0.872	0.926	0.775	1.611	0.389	-0.03	-0.30	-0.10	-0.02	-0.23	-0.14
bmr10320	2DI9A	NMR	100.0	131	0	1	1	1	1	1	1	0.772	0.745	0.978	0.992	0.702	0.829	0.384	0.174	0.750	1.044	0.789	1.978	0.432	0.04	0.03	0.06	-0.16	-0.62	-0.22
bmr10321	2DIBA	NMR	100.0	128	0	1	1	1	1	1	1	0.722	0.667	0.964	0.994	0.518	0.790	0.399	0.202	0.897	0.842	0.852	2.245	0.422	0.01	0.02	0.10	-0.08	-0.14	-0.23
bmr10322	2DICA	NMR	100.0	105	0	1	1	1	1	1	1	0.780	0.740	0.976	0.993	0.723	0.782	0.467	0.169	0.817	1.007	0.727	2.026	0.401	0.00	-0.04	0.09	-0.16	-0.34	-0.13
bmr10323	2DJ4A	NMR	100.0	108	0	1	1	1	1	1	1	0.807	0.759	0.976	0.994	0.673	0.852	0.588	0.168	0.750	0.904	0.804	2.018	0.385	-0.00	-0.14	0.02	-0.15	-0.82	-0.25
bmr10324	2DLGA	NMR	100.0	102	0	1	1	1	1	1	1	0.761	0.695	0.975	0.994	0.621	0.854	0.430	0.183	0.697	1.034	0.847	1.947	0.387	-0.01	-0.11	-0.28	-0.37	-0.52	-0.23
bmr10325	2DMBA	NMR	100.0	105	0	1	1	1	1	1	1	0.814	0.736	0.975	0.997	0.654	0.892	0.631	0.160	0.814	0.683	0.912	2.051	0.333	-0.00	-0.12	0.28	-0.09	-0.21	-0.10
bmr10326	2DMCA	NMR	100.0	116	0	1	1	1	1	1	1	0.764	0.676	0.971	0.995	0.718	0.830	0.396	0.160	0.789	0.767	0.626	1.809	0.355	-0.05	-0.09	-0.06	-0.25	-0.35	-0.11
bmr10327	2DS4A	NMR	100.0	113	0		1	1	1	1	1	0.800	0.757	0.971	0.994	0.772	0.868	0.436	0.152	0.734	0.882	0.590	1.820	0.430	-0.01	-0.08	0.32	-0.12	-0.71	-0.23
bmr10328	2D7MA	NMR	100.0	115	0		1	1	1	1	1	0.810	0.723	0.976	0.994	0.683	0.916	0.571	0.163	0.807	0.868	0.827	1.681	0.350	-0.01	-0.12	0.12	-0.11	-0.60	-0.13
bmr10329	2D7NA	NMR	100.0	93	0	1	1	1	1	1	1	0.736	0.717	0.975	0.994	0.554	0.876	0.299	0.174	0.772	0.955	0.775	2.025	0.431	-0.00	-0.17	-0.02	-0.27	-0.05	-0.19
bmr10330	2D7OA	NMR	100.0	111	0	1	1	1	1	1	1	0.779	0.731	0.974	0.995	0.696	0.843	0.436	0.169	0.803	0.923	0.752	2.130	0.390	0.01	0.03	0.16	-0.14	-0.20	-0.20
bmr10331	2D7PA	NMR	100.0	112	0	1	1	1	1	1	1	0.783	0.714	0.966	0.995	0.640	0.858	0.524	0.174	0.870	0.890	0.802	1.486	0.371	-0.06	0.01	-0.11	-0.28	-0.17	-0.25
bmr10332	2D7QA	NMR	100.0	111	0	1	1	1	1	1	1	0.814	0.836	0.979	0.996	0.726	0.867	0.478	0.151	0.792	0.806	0.710	1.904	0.373	-0.02	0.01	0.16	-0.15	0.04	-0.14
bmr10333	2DI7A	NMR	100.0	124	0	1	1	1	1	1	1	0.742	0.714	0.958	0.992	0.611	0.846	0.334	0.165	0.950	0.918	0.848	2.130	0.383	-0.09	-0.18	-0.23	0.02	-0.24	-0.25
bmr10334	2DI8A	NMR	100.0	111	0	1	1	1	1	1	1	0.778	0.705	0.969	0.996	0.730	0.858	0.411	0.191	0.883	0.810	0.662	1.955	0.449	-0.06	0.12	0.07	-0.00	0.32	-0.15
bmr10335	2DIAA	NMR	100.0	113	0	1	1	1	1	1	1	0.805	0.731	0.972	0.995	0.696	0.894	0.542	0.160	0.934	1.051	0.823	1.881	0.332	0.02	0.08	0.27	-0.10	-0.65	-0.16
bmr10336	1WWYA	NMR	100.0	171	0	1	1	1	1	1	1	0.768	0.683	0.948	0.990	0.721	0.739	0.526	0.166	0.895	0.923	0.912	2.351	0.386	0.00	-0.14	0.01	-0.20	0.02	-0.19
bmr11011	1P6TA	NMR	99.3	147	0	1	1	1		1	1	0.807	0.827	0.954	0.988	N/A	0.770	0.497	0.156	1.153	1.135	N/A	2.087	0.389	0.03	2.65	2.39	N/A	-0.26	0.14
bmr11062	2CZUA	2.10	96.1	155	34	1	1	1		1	1	0.859	0.853	0.971	0.995	N/A	0.846	0.631	0.159	0.800	0.818	N/A	2.126	0.364	-0.06	-0.04	-0.02	N/A	-0.25	0.04
bmr11067	1U4EA	2.09	94.5	181	170	1	1	1	1	1	1	0.855	N/A	0.970	0.994	0.790	0.864	0.655	N/A	0.681	0.980	0.683	1.919	0.360	N/A	0.32	1.04	-0.06	-0.12	0.09
bmr11084	1WYNA	NMR	100.0	146	0		1	1	1	1	1	0.767	0.759	0.964	0.991	0.794	0.817	0.275	0.162	1.140	1.246	0.994	1.976	0.385	0.08	1.93	2.27	1.50	-0.37	-0.12
bmr11085	1WYLA	NMR	100.0	114	0	1	1	1	1	1	1	0.742	0.714	0.961	0.997	0.832	0.737	0.211	0.158	1.114	1.013	1.139	2.163	0.342	0.05	2.26	2.22	2.19	0.22	0.04
bmr11086	1WYOA	NMR	100.0	159	0	1	1	1	1	1	1	0.778	0.692	0.948	0.992	0.790	0.758	0.491	0.177	1.192	1.097	1.152	1.878	0.394	0.06	2.05	2.25	2.09	-0.12	-0.02
bmr11091	2E6JA	NMR	100.0	112	0	1	1	1	1	1	1	0.812	0.716	0.975	0.994	0.728	0.853	0.605	0.166	0.711	0.889	0.884	1.841	0.360	-0.08	0.10	-0.11	-0.09	-0.96	-0.23
bmr11093	2E6IA	NMR	100.0	64	0	1	1	1	1	1	1	0.665	0.457	0.937	0.991	0.601	0.621	0.384	0.182	0.833	0.997	1.011	2.175	0.337	0.06	-0.20	0.15	-0.58	-1.47	-0.04
bmr11100	2DMLA	NMR	100.0	130	0	1	1	1	1	1	1	0.814	0.799	0.973	0.995	0.757	0.823	0.535	0.151	0.780	0.842	0.807	2.033	0.406	-0.02	0.04	-0.13	-0.03	-0.24	-0.11
bmr11101	2DJ1A	NMR	100.0	140	0	1	1	1	1	1	1	0.833	0.847	0.971	0.996	0.727	0.854	0.604	0.147	0.791	0.769	0.903	1.929	0.384	-0.02	0.08	-0.06	-0.22	-0.86	-0.14
bmr11102	2DMMA	NMR	100.0	140	0	1	1	1	1	1	1	0.811	0.803	0.962	0.992	0.754	0.776	0.582	0.171	0.907	0.889	0.873	2.108	0.392	-0.04	0.20	0.06	-0.13	-0.74	-0.15
bmr11104	2DJ2A	NMR	100.0	120	0	1	1	1	1	1	1	0.811	0.747	0.972	0.994	0.771	0.799	0.582	0.159	0.779	0.864	0.887	1.852	0.375	0.00	-0.13	0.01	-0.18	0.08	-0.06
bmr11105	2DJ0A	NMR	100.0	136	0	1	1	1	1	1	1	0.828	0.823	0.957	0.994	0.805	0.806	0.581	0.169	0.799	0.933	0.795	1.835	0.392	-0.07	-0.09	-0.12	-0.08	-0.11	-0.07
bmr11106	2DMKA	NMR	100.0	126	0	1	1	1	1	1	1	0.772	0.705	0.947	0.994	0.644	0.805	0.540	0.167	0.884	0.932	0.859	1.917	0.351	-0.06	0.06	-0.25	-0.02	0.33	0.02
bmr11107	2DIZA	NMR	100.0	117	0		1	1	1	1	1	0.793	0.736	0.962	0.993	0.661	0.768	0.638	0.178	0.907	0.975	1.005	2.046	0.392	-0.02	-0.11	-0.01	-0.22	-0.53	-0.08
bmr11108	2DIYA	NMR	100.0	130	0	1	1	1	1	1	1	0.824	0.750	0.969	0.995	0.819	0.863	0.545	0.159	0.742	0.905	0.730	1.741	0.395	-0.04	0.01	0.03	-0.00	-0.13	-0.08
bmr11109	2DJ3A	NMR	100.0	130	0		1	1	1	1	1	0.796	0.705	0.960	0.992	0.744	0.774	0.602	0.183	0.925	0.968	0.903	2.486	0.372	-0.02	-0.12	-0.14	-0.07	-0.50	-0.14
bmr11110	2CUMA	NMR	100.0	105	0	1	1	1	1	1	1	0.770	0.746	0.971	0.995	0.510	0.800	0.599	0.190	0.834	0.981	0.810	1.736	0.317	-0.01	-0.27	-0.20	-0.27	-0.11	-0.13
bmr11111	1X5KA	NMR	100.0	121	0	1	1	1	1	1	1	0.788	0.721	0.956	0.994	0.736	0.725	0.599	0.174	0.756	0.926	0.798	2.245	0.329	-0.06	0.04	-0.08	0.06	-0.50	-0.09
bmr11112	1X5IA	NMR	100.0	120	0	1	1	1	1	1	1	0.797	0.747	0.955	0.994	0.648	0.850	0.586	0.157	0.934	0.862	0.933	1.888	0.353	-0.08	0.23	-0.27	-0.01	0.06	-0.09
bmr11113	1X5EA	NMR	100.0	126	0	1	1	1	1	1	1	0.808	0.779	0.966	0.993	0.697	0.790	0.621	0.176	0.818	0.979	0.934	2.066	0.425	-0.04	0.11	0.01	-0.03	-0.07	-0.10
bmr11114	1X5CA	NMR	100.0	121	0	1	1	1	1	1	1	0.817	0.769	0.959	0.993	0.729	0.826	0.627	0.192	0.928	0.784	0.917	1.989	0.384	0.01	-0.13	-0.17	0.03	-0.47	-0.12
bmr11173	2DAGA	NMR	100.0	72	0	1	1	1	1	1	1	0.740	0.684	0.976	0.994	0.760	0.625	0.403	0.178	1.098	0.879	1.045	2.024	0.352	0.03	2.33	2.19	2.16	-0.27	0.21
bmr11322	2CU7A	NMR	100.0	72	0	1	1	1	1	1	1	0.788	0.727	0.958	0.996	0.843	0.756	0.451	0.161	0.921	0.905	0.736	1.903	0.324	-0.04	-0.23	0.01	-0.43	-0.95	-0.10
bmr11358	2E61A	NMR	100.0	69	0	1				1	1	0.516	N/A	N/A	N/A	N/A	0.459	0.574	N/A	N/A	N/A	N/A	2.299	0.375	N/A	N/A	N/A	N/A	-1.49	-0.09
bmr11359	2E61A	NMR	100.0	69	0	1				1	1	0.498	N/A	N/A	N/A	N/A	0.454	0.541	N/A	N/A	N/A	N/A	2.236	0.381	N/A	N/A	N/A	N/A	-1.28	-0.06
bmr11360	2E61A	NMR	100.0	69	0					1	1	0.504	N/A	N/A	N/A	N/A	0.455	0.552	N/A	N/A	N/A	N/A	2.231	0.384	N/A	N/A	N/A	N/A	-1.28	-0.06
bmr11361	2E61A	NMR	100.0	69	0					1	1	0.498	N/A	N/A	N/A	N/A	0.451	0.545	N/A	N/A	N/A	N/A	2.247	0.384	N/A	N/A	N/A	N/A	-1.24	-0.06
bmr11362	2E61A	NMR	100.0	69	0	1	1	1	1	1	1	0.613	0.511	0.959	0.993	0.609	0.088	0.518	0.192	0.965	0.807	0.949	2.307	0.385	-0.01	-0.10	-0.11	-0.52	-0.93	-0.08
bmr11370	2DGOA	NMR	100.0	87	-6	1	1	1	1	1	1	0.839	N/A	0.968	0.996	0.792	0.816	0.622	N/A	0.769	0.772	0.706	1.711	0.321	N/A	-0.24	-0.14	-0.10	0.31	-0.07
bmr11371	2DGOA	NMR	99.0	103	-6	1	1	1	1	1	1	0.821	N/A	0.966	0.996	0.747	0.826	0.571	N/A	0.785	0.809	0.701	1.701	0.327	N/A	-0.30	0.02	-0.17	0.05	-0.07
bmr11372	2DGOA	NMR	99.0	103	-6	1	1	1	1	1	1	0.825	N/A	0.970	0.996	0.745	0.808	0.604	N/A	0.739	0.790	0.696	1.794	0.314	N/A	-0.38	0.09	-0.19	0.07	-0.07
